Permit Number,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Name,Unit,Description,Current Status,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Estimated Cost,Revised Cost,Existing Use,Existing Units,Supervisor District,Proposed Use,Proposed Units,Plansets,Zipcode
201609228594,otc alterations permit,09/22/2016,5670,031,327,Winfield,,replace bathroom tile. repair shower pan. install new shower fixtures at same location.,issued,,2.0,2.0,2000.0,13900.0,1 family dwelling,1.0,9.0,1 family dwelling,1.0,0.0,94110.0
201507171857,sign - erect,07/17/2015,1439,050,601,Clement,,erect a non-electric double faced banner (projecting sign),complete,,1.0,,450.0,450.0,health studios & gym,0.0,1.0,,,2.0,94118.0
201310078658,otc alterations permit,10/07/2013,0253,015,1096,Pine,,remodel kitchen & bathroom. remove non -bearing wall in unit 502.  kitchen & bathroom remodel to comply with cec 150(k) & 150 (k) 10.,complete,,5.0,5.0,19000.0,20000.0,apartments,16.0,3.0,apartments,16.0,2.0,94109.0
201609268779,otc alterations permit,09/26/2016,3203,011,156,Otsego,,replace exterior siding at sides and rear of house.,complete,,2.0,2.0,10000.0,10000.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94112.0
M616268,otc alterations permit,08/19/2015,1200,018,529,Broderick,,street space,issued,,,,,1.0,,,5.0,,,,94117.0
M621927,otc alterations permit,09/14/2015,1532,001,4811,Geary,,street space,issued,,,,,1.0,,,,,,,
201506199388,otc alterations permit,06/19/2015,2067,034,1870,31st,,reroofing,complete,,2.0,2.0,6000.0,6000.0,1 family dwelling,1.0,4.0,1 family dwelling,1.0,0.0,94122.0
M761687,otc alterations permit,02/16/2017,7250,020,79,Meadowbrook,,street space,issued,,,,,0.0,,,7.0,,,,94132.0
201404143152,otc alterations permit,04/14/2014,7545,004,33,Farnum,,"removate exisiting bathroom , inatall new tub, fixtures, & tile install new bath fan and recessed light with occupancy sensor",complete,,2.0,2.0,10000.0,10000.0,1 family dwelling,1.0,8.0,1 family dwelling,1.0,0.0,94131.0
M526307,otc alterations permit,10/10/2014,0596,003,1845,Larkin,0.0,street space,issued,,,,,1.0,,,3.0,,,,94109.0
201503201403,otc alterations permit,03/20/2015,6579,016,350,27th,,replacement existing wood deck & wood stair @ rear yard.,complete,Y,3.0,3.0,9000.0,9000.0,2 family dwelling,2.0,8.0,2 family dwelling,2.0,2.0,94131.0
M503107,otc alterations permit,07/08/2014,3775,038,101,South Park,,street space,issued,,,,,1.0,,,6.0,,,,94107.0
201607152518,otc alterations permit,07/15/2016,0078,059,241,Telegraph Hill,5.0,revision to 201412194114 and 201412194117. replace e roof and deck in kind. in place. no dimensional changes or increase in building height. replace e galvanized tube steel guardrail with glass guardrail,issued,,3.0,3.0,15000.0,20000.0,apartments,6.0,3.0,apartments,6.0,2.0,94133.0
201506048121,additions alterations or repairs,06/04/2015,6535,002,1158,Dolores,,"interior remodel of floors of (e)2-unit bldg <75%demo.relocate lower residential unit from 2/f to 1/f.excavation & foundation work to create level 1/f & addition of car stacker unit.new elevator.(n)windows & stucco @(e)side& rear.(n) facade, remove (e) bay window at front.repair (e) front stair",complete,Y,4.0,4.0,900000.0,1200000.0,2 family dwelling,2.0,8.0,2 family dwelling,2.0,2.0,94114.0
M858791,otc alterations permit,11/27/2017,3723,115,750,Howard,,street space,filed,,,,,1.0,,,6.0,,,,94103.0
201708296286,otc alterations permit,08/29/2017,2853,025,89,Sunview,,"replace cabinets for kitchen, install countertop.",complete,,1.0,1.0,6000.0,6000.0,1 family dwelling,1.0,8.0,1 family dwelling,1.0,0.0,94131.0
201308275304,sign - erect,08/27/2013,0011,008,333,Jefferson,,tor erect double faced projecting sign,complete,,3.0,,5000.0,5000.0,retail sales,,3.0,,,2.0,94133.0
201410159002,additions alterations or repairs,10/15/2014,6618,003,1560,Dolores,,"horizontal & vertical addition to existing single family home, one addition unit @ third and four floor.",issued,Y,2.0,4.0,500000.0,780000.0,1 family dwelling,1.0,8.0,2 family dwelling,2.0,2.0,94131.0
201606039062,otc alterations permit,06/03/2016,3623,024F,933,Castro,,"perform repairs as per lingruen associates termite report #69155, items 1a, 2a, 3a, 5a.  and item 5f on report # 69155-51",complete,,2.0,2.0,12350.0,12350.0,1 family dwelling,1.0,8.0,1 family dwelling,1.0,0.0,94114.0
201507020592,additions alterations or repairs,07/02/2015,0743,203,711,Van Ness,,building core upgrades and voluntary accessibility upgrades,complete,,5.0,5.0,960200.0,960200.0,office,0.0,5.0,office,0.0,2.0,94102.0
201402148549,otc alterations permit,02/14/2014,3707,004,109,Stevenson,,3rd floor:demoltion of extg non-load bearing partitions on 3rd floor to create vacant space for future t.i.  per ab017 space to remain unoccupied and all ada to be addressed under future t.i. permit.n/a for the maher ordinance #155-13 & n/a for interim controls #428-13,issued,,5.0,5.0,11000.0,11000.0,office,0.0,6.0,office,0.0,2.0,94105.0
201511132545,otc alterations permit,11/13/2015,0307,001,335,Powell,,submitting revised drawings per inspector mike patt & electrical inspector paul for 2015-0820-4856-adding pull staion. module and smoke detector and elimante 1 device. mechanical plan revision required.,complete,,14.0,14.0,1.0,1.0,retail sales,1186.0,3.0,retail sales,1186.0,2.0,94102.0
201303212701,otc alterations permit,03/21/2013,2618,038A,407,Roosevelt,,adminstrative purposes to document full scope of work that was  approved under pa# 2011-0909-4276-construct a wood deck & metal stairs. new concrete retaining wall & stabilize retaining wall. convert (e) storage room on 1st fl into master bedrm suite with int stairs to above. no work on this permit,complete,,3.0,3.0,1.0,1.0,2 family dwelling,2.0,8.0,2 family dwelling,2.0,0.0,94114.0
201601086694,otc alterations permit,01/08/2016,3735,041,20,Hawthorne,,relocate 2 notification devices on 1st fl ref 201501155788,complete,,2.0,2.0,464.0,1000.0,food/beverage hndlng,0.0,6.0,food/beverage hndlng,0.0,2.0,94105.0
201607202859,otc alterations permit,07/20/2016,3710,017,350,Mission,,"fire alarm ti on 24th floor, ref pa 2016-0428-5934. 3 relays, 13 duct detectors, 1 speaker, 20 speaker/strobes, 7 strobes. maher na",complete,,29.0,29.0,15000.0,21800.0,office,0.0,6.0,office,0.0,2.0,94105.0
201705045689,otc alterations permit,05/04/2017,0262,021,201,California,,"5th flr, fire sprinklers add 2 pendents, suite 500  relocate 78  ti 2017-0227-0134. maher na",complete,,17.0,17.0,20000.0,20000.0,office,,3.0,office,,2.0,94111.0
M667347,otc alterations permit,02/29/2016,3596,100,801,Valencia,0.0,street space,issued,,,,,1.0,,,9.0,,,,94110.0
201509156982,otc alterations permit,09/15/2015,0691,012A,1217,Sutter,,"remodel (e) bar/restaurant. change door location.  remove one (e) bar, remodel one (e) bar; (n) multiple restroom, (n) mezzanine.",complete,,1.0,1.0,100000.0,350000.0,food/beverage hndlng,0.0,3.0,food/beverage hndlng,0.0,2.0,94109.0
201502047509,otc alterations permit,02/04/2015,0073,001,807,Lombard,,to obtain final inspection for work approved under pa# 200712180737.  all work is complete.,complete,,4.0,4.0,30000.0,1.0,2 family dwelling,2.0,3.0,2 family dwelling,2.0,0.0,94133.0
201303212691,otc alterations permit,03/21/2013,3751,157,360,03rd,,4th floor add & relocate fire sprinkler heads per t.i-add 7 & relocate 11.,complete,,7.0,7.0,9252.0,9252.0,office,0.0,6.0,office,0.0,2.0,94107.0
201712277428,otc alterations permit,12/27/2017,0191,016,1206,Mason,,fire damage repair. no structural work. no floor plan changes. to comply with nov 201718121. maher n/a,issued,,4.0,4.0,150000.0,150000.0,apartments,23.0,3.0,apartments,23.0,0.0,94108.0
201510149612,otc alterations permit,10/14/2015,0114,053,337,Union,,in-fill of lightwell on 2nd floor with room & skylight; reconfigure kitchen/utility & 2 bathrooms on 2nd floor (1 new bathroom) ; relocate secondary staircase from garage level to 2nd floor; new patio door on 3rd floor,complete,Y,3.0,3.0,85000.0,85000.0,1 family dwelling,1.0,3.0,1 family dwelling,1.0,2.0,94133.0
201505297463,otc alterations permit,05/29/2015,1226,018,1890,Page,,"voluntary local lateral support reinforcement on the lowest level; including new wall ply, sill bolting, holddowns, and foundation work is limited to ground floor",complete,,3.0,3.0,60000.0,60000.0,apartments,12.0,5.0,apartments,12.0,2.0,94117.0
201404022272,otc alterations permit,04/02/2014,3710,019,45,Fremont,,"8/f: restroom ada upgrade, lighting upgrade, elevator lobby upgrade. 13/f: elevator lobby upgrade. n/a ordinance #155-13.",complete,,34.0,34.0,125000.0,125000.0,office,0.0,6.0,office,0.0,2.0,94105.0
M775368,otc alterations permit,04/06/2017,2392,039,2325,Taraval,,street space,issued,,,,,1.0,,,4.0,,,,94116.0
201801128611,otc alterations permit,01/12/2018,7088,046,319,Sargent,,reroofing,complete,,2.0,2.0,4500.0,4500.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94132.0
201710110934,otc alterations permit,10/11/2017,0840,006,364,Page,,"#21- replace kitchen counter tops & all appliances, remodel bath room.",complete,,3.0,3.0,25000.0,40000.0,apartments,22.0,5.0,apartments,22.0,0.0,94102.0
201311041076,otc alterations permit,11/04/2013,3737,030,405,Howard,0.0,"4th floor fire sprinkler systems existing t/i 22 added sprinklers, three relocated",complete,,11.0,11.0,12500.0,12850.0,office,0.0,6.0,office,0.0,2.0,94105.0
201501236597,otc alterations permit,01/23/2015,7539,008,415,Beacon,,reroofing,complete,,,,6500.0,6500.0,1 family dwelling,,8.0,1 family dwelling,,0.0,94131.0
201510301348,otc alterations permit,10/30/2015,0262,013,255,California,,"#850- interior t.i. consisting of removal of non-structural partitions, new conference rooms, offices and finishes throughout. existing ceiling to remain. mep/fire/life safety & sprinkler under seperate permit. n/a ordinance #155-13",complete,,14.0,14.0,342000.0,342000.0,office,0.0,3.0,office,0.0,2.0,94111.0
201408184051,otc alterations permit,08/18/2014,0182,031,1161,Pacific,,"enlarge the garage door opening to 9'6"". revision to appl 2014.0612.8232. replace partilal foundation at front per plan.",complete,,2.0,2.0,3000.0,3000.0,2 family dwelling,2.0,3.0,2 family dwelling,2.0,2.0,94133.0
201509116714,otc alterations permit,09/11/2015,7091,001,1,Sargent,,remove interior finishes (dry wall) & cabinets to expose framing for engineers evaluation. (exploratory demo only).,issued,,2.0,2.0,500.0,500.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94132.0
201304083957,otc alterations permit,04/08/2013,3923,006,1550,Bryant,,suite #600:relocate 2 extg horn strobes in a new t.i. space. ti #201303192501 this shall be added to an extg fire alarm system.,complete,,12.0,12.0,4100.0,4100.0,office,0.0,9.0,office,0.0,2.0,94103.0
201306210189,otc alterations permit,06/21/2013,3616,008,2598,Mission,,"to comply with nov 201384908. removal of existing towerstream facility - 9 antennas, 1 equipment enclosure, 5 antenna mounts & 1 cat5 cable.",complete,,3.0,3.0,500.0,500.0,apartments,17.0,9.0,apartments,17.0,2.0,94110.0
M608787,otc alterations permit,07/29/2015,2631,033,1502,Willard,,street space sidewalk repait,issued,,,,,1.0,,,5.0,,,,94117.0
M739188,otc alterations permit,11/15/2016,3525,051,1160,Bryant,,street space,issued,,,,,1.0,,,,,,,
201710201879,otc alterations permit,10/20/2017,5054A,073,48,Lois,,reroofing,complete,,2.0,2.0,8500.0,8500.0,1 family dwelling,1.0,10.0,1 family dwelling,1.0,0.0,94134.0
201305136780,otc alterations permit,05/13/2013,6525,019,1183,Shotwell,,"to clear violation # 200668932, repair deck was part of application # 201301288891 can not obtain final insp in time of new hearing.  completion of work on this permit and final sign off will close nov 200668932.  less than 50%.",complete,,2.0,2.0,1.0,1.0,1 family dwelling,1.0,9.0,1 family dwelling,1.0,0.0,94110.0
201801098165,additions alterations or repairs,01/09/2018,0353,001,200,Larkin,,"tenant improvement to 1st, 2nd & ground floor galleries. light demo. (n) partitions, finishes & millwork. (n) electrical",filed,,4.0,4.0,20000.0,,museum,,6.0,museum,,2.0,94102.0
201509106642,otc alterations permit,09/10/2015,0689,182,1483,Sutter,1505.0,"unit 1505: waterproofing, remediation, repairs: including remove (e) concrete topping slab, replace with pavers. install new cim and protection board on deck. replace - in kind- 2 sliding glass doors and 1 window- not visible from the street. install new hardwood flooring. maher na",complete,,14.0,14.0,420000.0,420000.0,apartments,164.0,2.0,apartments,164.0,2.0,94109.0
201506290251,otc alterations permit,06/29/2015,1289,068,1266,Stanyan,,replace exterior window sash in-kind. visible to street - 9; 18 windows total. existing and proposed are aluminum sliders. comply with egress windows reqd.,issued,,3.0,3.0,5000.0,5000.0,apartments,18.0,5.0,apartments,18.0,0.0,94117.0
M632628,otc alterations permit,10/26/2015,0120,021,953,Union,0.0,street space,issued,,,,,1.0,,,3.0,,,,94133.0
201706028262,otc alterations permit,06/02/2017,6532,016,3632,26th,,"apt #4: bathroom remodel, like for like. repair rotten deck.",issued,,3.0,3.0,66000.0,66000.0,apartments,4.0,8.0,apartments,4.0,0.0,94110.0
201407292378,otc alterations permit,07/29/2014,6474,005C,194,Lowell,,reroofing,complete,,2.0,2.0,3500.0,3500.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94112.0
201509046257,otc alterations permit,09/04/2015,0541,024,2001,Union,,voluntary mother board/cpu replacement for fire alarm system work on basement.,issued,,6.0,6.0,1126.0,2000.0,office,0.0,2.0,office,0.0,2.0,94123.0
M732927,otc alterations permit,10/24/2016,0686,027,1735,Sutter,,street space permit,issued,,,,,1.0,,,5.0,,,,94115.0
201506048157,otc alterations permit,06/04/2015,0056,007,55,Francisco,,"new ceiling height partitions, power/data, millwork, doors, frames,  hardware and finishes throughout. new ada showers in scope as well. n/a for maher.",complete,,8.0,8.0,279504.0,300000.0,office,0.0,3.0,office,0.0,2.0,94133.0
M496447,otc alterations permit,06/13/2014,1880,021,1591,34th,,street space,issued,,,,,1.0,,,4.0,,,,94122.0
201410017763,otc alterations permit,10/01/2014,0230,028,1,Embarcadero Center,,lobby:remodel consisting of 6 relocated uprights and 26 relocated pendents and added 2 pendents and removed 3 pendents. ref app#201408204271. n/a maher,issued,,45.0,45.0,12486.0,14000.0,office,,3.0,office,,2.0,94111.0
201605026296,otc alterations permit,05/02/2016,7019,051,59,Lee,,"no plans, repair rear(e) stairs, railing and deck, same location, same size - like for like. not to exceed 50%",complete,,2.0,2.0,5000.0,5000.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94112.0
201501054868,additions alterations or repairs,01/05/2015,0596,004,1839,Larkin,,"add one dwelling unit. raise the entire bldg 10'-0"" to fill-in the new ist flr. new parking spaces & living space at basement. three story rear addition interior remodel for (e) flr space. all work per plan.",filed,Y,2.0,3.0,49000.0,,2 family dwelling,2.0,3.0,apartments,3.0,2.0,94109.0
201704063344,additions alterations or repairs,04/06/2017,3603,061,554,Liberty,,horizontal addition & interior remodel to (e) sfr. addition of a bedroom & bathroom @ ground floor. addition of 1 bedroom & 2 bathrooms @ 2nd floor. replace (e) windows in kind. new deck @ rear yard.,filed,Y,3.0,3.0,200000.0,,1 family dwelling,1.0,8.0,1 family dwelling,1.0,2.0,94114.0
M751108,otc alterations permit,12/30/2016,3184,012,14,Edna,,street space & sidewalk repair,issued,,,,,1.0,,,7.0,,,,94112.0
201606281078,otc alterations permit,06/28/2016,4761,002A,1306,Revere,,"add two bedrooms, one full bathroom. laundry & side door at 1st flr",complete,,3.0,3.0,37500.0,37500.0,1 family dwelling,1.0,10.0,1 family dwelling,1.0,2.0,94124.0
201703070809,otc alterations permit,03/07/2017,1269,035A,264,Downey,0.0,remodel (3) kitchens and (3) baths. non structural.,complete,,3.0,3.0,200000.0,200000.0,apartments,3.0,5.0,apartments,3.0,0.0,94117.0
201304245340,otc alterations permit,04/24/2013,1760,012,1349,05th,,replace old wood windows with new wood windows change upper sashes to match style in neighborhood; windows facing street (12 total windows) max u factor more or less .40,issued,,3.0,3.0,10000.0,10000.0,apartments,3.0,5.0,apartments,3.0,0.0,94122.0
201511243456,otc alterations permit,11/24/2015,3139,011,430,Staples,,"convert ground floor to a bedroom with half bath, replace existing foundation by new footings, voluntary add shear wall & holdown.",complete,,2.0,2.0,120000.0,120000.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,2.0,94112.0
201609066893,otc alterations permit,09/06/2016,5703,027,431,Gates,,"work for fox structural termite report #15977 dated 8-17-16, items 5f, 5g & 5h",complete,,1.0,1.0,2725.0,2725.0,1 family dwelling,1.0,9.0,1 family dwelling,1.0,0.0,94110.0
M826187,otc alterations permit,08/31/2017,0553,047,2634,Octavia,1.0,street space,issued,,,,,0.0,,,2.0,,,,94123.0
201709269622,otc alterations permit,09/26/2017,1724,011,1251,26th,,"comply with complaint 201701211 - additional work to pa 2017-0629-0713. 2nd floor - relocate kitchen, bathroom & interior stairs, add 1/2 bath. 1st floor - relocate family room, 1 bedrooms, bathroom, laundry and add 2 full bathrooms per plan. all new windows should be aluminum clad wood. replace",issued,,2.0,2.0,87000.0,150000.0,1 family dwelling,1.0,4.0,1 family dwelling,1.0,2.0,94122.0
